1,1,0.238
1,2,0.143
1,3,0.095
1,5,0.8
1,7,0.2
1,9,0.8
1,12,0.7
1,13,0.6
1,15,0.5
1,20,0.5
1,22,0.3
1,24,0.1
2,1,0.333
2,2,0.167
2,3,0.083
2,5,1.0
2,7,1.0
2,8,0.4
2,10,0.8
2,11,0.1
2,12,1.0
2,15,0.5
2,16,0.8
2,18,0.4
2,20,0.6
2,21,0.9
2,22,0.2
2,23,0.2
3,1,0.091
3,2,0.091
3,3,0.1
3,6,0.6
3,7,0.7
3,8,0.1
3,10,0.3
3,11,0.4
3,13,0.5
3,16,0.1
3,17,0.7
3,18,0.1
3,20,0.3
3,21,0.4
3,23,0.6
3,24,0.5
